Term,Hits,Is Target ?
,,
q3zaj7,1,FALSE
,,
q3zaq4,1,FALSE
,,
Q3ZBI7,1,FALSE
,,
q3zch8,1,FALSE
,,
Q3ZCT4,1,FALSE
,,
q400n3,1,FALSE
,,
q40648,1,FALSE
,,
q40665,1,FALSE
,,
q40702,1,FALSE
,,
q41951,1,FALSE
,,
q42112,1,FALSE
,,
q42547,1,FALSE
,,
Q43247,1,FALSE
,,
q45ek3,1,FALSE
,,
q45vk8,1,FALSE
,,
Q46871,1,FALSE
,,
Q46CH0,1,FALSE
,,
Q46GS7,1,FALSE
,,
Q48AW8,1,FALSE
,,
Q48NT9,1,FALSE
,,
Q48U28,1,FALSE
,,
q494i2,1,FALSE
,,
q494k0,1,FALSE
,,
Q495Z4,1,TRUE
,,
Q496I0,1,FALSE
,,
q497w1,1,FALSE
,,
q497x4,1,FALSE
,,
Q49808,1,FALSE
,,
q498n2,1,FALSE
,,
q498n4,1,FALSE
,,
q498q1,1,FALSE
,,
Q498Y9,1,FALSE
,,
Q499G7,1,FALSE
,,
Q499I4,1,FALSE
,,
Q499Q7,1,FALSE
,,
q499s4,1,FALSE
,,
Q499W2,1,FALSE
,,
q499y8,1,FALSE
,,
q49ai2,1,FALSE
,,
Q49YA2,1,FALSE
,,
Q49ZQ7,1,FALSE
,,
Q4A977,1,FALSE
,,
Q4D,1,FALSE
,,
Q4D6,1,FALSE
,,
Q4D6J0,1,FALSE
,,
Q4D6Jo,1,FALSE
,,
q4fe55,1,FALSE
,,
Q4FQ27,1,FALSE
,,
Q4FZQ9,1,FALSE
,,
q4g052,1,FALSE
,,
q4g146,1,FALSE
,,
q4g5v9,1,FALSE
,,
q4g5w0,1,FALSE
,,
q4g5w2,1,FALSE
,,
Q4J699,1,FALSE
,,
Q4JIM5,1,FALSE
,,
Q4K507,1,FALSE
,,
Q4KLN2,1,FALSE
,,
Q4KLN9,1,FALSE
,,
Q4L7G9,1,FALSE
,,
q4ldp7,1,FALSE
,,
Q4LE38,1,FALSE
,,
Q4LE43,1,FALSE
,,
Q4LE63,1,FALSE
,,
Q4LE64,1,FALSE
,,
Q4Q404,1,FALSE
,,
Q4QQT7,1,FALSE
,,
Q4R1Q4,1,FALSE
,,
Q4TIT5,1,FALSE
,,
Q4TU93,1,FALSE
,,
q4u2q5,1,FALSE
,,
Q4ULA5,1,FALSE
,,
Q4V339,1,TRUE
,,
q4v3p9,1,FALSE
,,
q4v403,1,FALSE
,,
q4v4b1,1,FALSE
,,
q4v4d0,1,FALSE
,,
q4v4x3,1,FALSE
,,
q4v4z4,1,FALSE
,,
q4v530,1,FALSE
,,
q4v534,1,FALSE
,,
q4v559,1,FALSE
,,
q4v563,1,FALSE
,,
q4v5b7,1,FALSE
,,
q4v5f0,1,FALSE
,,
q4v6a2,1,FALSE
,,
q4v6i6,1,FALSE
,,
q4v6k6,1,FALSE
,,
q4v6m2,1,FALSE
,,
q4v6q0,1,FALSE
,,
Q4V8C7,1,FALSE
,,
Q4V8H9,1,FALSE
,,
q4v8q5,1,FALSE
,,
q4v946,1,FALSE
,,
Q4VA44,1,FALSE
,,
Q4VHE7,1,FALSE
,,
q4vw82,1,FALSE
,,
Q4VX62,1,TRUE
,,
q4w5p0,1,FALSE
,,
q4w5r4,1,FALSE
,,
Q4WU09,1,FALSE
,,
q4zgd8,1,FALSE
,,
Q4ZMG3,1,FALSE
,,
Q4ZML8,1,FALSE
,,
Q4ZR64,1,FALSE
,,
q501u9,1,FALSE
,,
q502d3,1,FALSE
,,
q502r5,1,FALSE
,,
q503c4,1,FALSE
,,
q503d7,1,FALSE
,,
q503r6,1,FALSE
,,
q503v2,1,FALSE
,,
q503x5,1,FALSE
,,
q503z0,1,FALSE
,,
q504i3,1,FALSE
,,
q504j1,1,FALSE
,,
q504p4,1,FALSE
,,
q505i9,1,FALSE
,,
q50631 p9wq49 p95141 p9wq43 l7n699,1,FALSE
,,
q52pj7,1,FALSE
,,
Q53591,1,FALSE
,,
Q53EM9,1,FALSE
,,
Q53ET9,1,FALSE
,,
Q53EU0,1,FALSE
,,
q53f23,1,FALSE
,,
Q53F62,1,FALSE
,,
Q53FF5,1,FALSE
,,
Q53G02,1,FALSE
,,
Q53H87,1,FALSE
,,
q53k24,1,FALSE
,,
q53k34,1,FALSE
,,
q53k47,1,FALSE
,,
q53ks8,1,FALSE
,,
q53l12,1,FALSE
,,
q53l71,1,FALSE
,,
q53lp8,1,FALSE
,,
q53mr5,1,FALSE
,,
q53n72,1,FALSE
,,
q53ng7,1,FALSE
,,
q53ng8,1,FALSE
,,
q53nm9,1,FALSE
,,
q53nq7,1,FALSE
,,
q53nw4,1,FALSE
,,
q53p17,1,FALSE
,,
q53p72,1,FALSE
,,
q53pa4,1,FALSE
,,
q53qa3,1,FALSE
,,
q53qg2,1,FALSE
,,
q53qk4,1,FALSE
,,
q53qr2,1,FALSE
,,
q53qr8,1,FALSE
,,
q53rc1,1,FALSE
,,
q53rj8,1,FALSE
,,
q53rk3,1,FALSE
,,
q53rk8,1,FALSE
,,
q53rx3,1,FALSE
,,
q53s56,1,FALSE
,,
q53t99,1,FALSE
,,
q53u86,1,FALSE
,,
q53xc2,1,FALSE
,,
q542i8,1,FALSE
,,
"q542y0, q64669, q60829, q01065, q6pds5, o54724",1,FALSE
,,
"Q542Y0_MOUSE, NQO1_MOUSE, PPR1B_MOUSE, PDE1B_MOUSE, Q6PDS5_MOUSE, CAVN1_MOUSE",1,FALSE
,,
q544e8,1,FALSE
,,
q545x8,1,FALSE
,,
q549m9,1,FALSE
,,
q549r4,1,FALSE
,,
q54cj4,1,FALSE
,,
q54fk5,1,FALSE
,,
q54fk8,1,FALSE
,,
q54fl2,1,FALSE
,,
q54gh3,1,FALSE
,,
q54he7,1,FALSE
,,
q54hg2,1,FALSE
,,
q54hy5,1,FALSE
,,
q54id7,1,FALSE
,,
Q54JX0,1,FALSE
,,
q54ka7,1,FALSE
,,
q54le6,1,FALSE
,,
q54ln4,1,FALSE
,,
q54m21,1,FALSE
,,
q54mh8,1,FALSE
,,
q54nc1,1,FALSE
,,
q54pb4,1,FALSE
,,
q54ri6,1,FALSE
,,
q54rz7,1,FALSE
,,
q54u44,1,FALSE
,,
q54v53,1,FALSE
,,
q54wh2,1,FALSE
,,
q54xk2,1,FALSE
,,
q54y90,1,FALSE
,,
q54yf3,1,FALSE
,,
q557j6,1,FALSE
,,
q558i0,1,FALSE
,,
q55c82,1,FALSE
,,
q55da0,1,FALSE
,,
q55fl3,1,FALSE
,,
q55gs0,1,FALSE
,,
q561u9,1,FALSE
,,
Q56366,1,FALSE
,,
Q564F2,1,FALSE
,,
q566d4,1,FALSE
,,
q567i7,1,FALSE
,,
q568n7,1,FALSE
,,
q56ia0,1,FALSE
,,
q56jh8,1,FALSE
,,
q56jh9,1,FALSE
,,
q56ji0,1,FALSE
,,
q56wh1,1,FALSE
,,
q56wn1,1,FALSE
,,
q56xe8,1,FALSE
,,
q56yn8,1,FALSE
,,
q56yu0,1,FALSE
,,
q573b4,1,FALSE
,,
Q57572,1,FALSE
,,
Q57989,1,FALSE
,,
Q57IC9,1,FALSE
,,
Q57WE8,1,FALSE
,,
Q58232,1,FALSE
,,
q589c1,1,FALSE
,,
q58e64,1,FALSE
,,
q58eh5,1,FALSE
,,
q58ep0,1,FALSE
,,
q58eu8,1,FALSE
,,
Q58EY4,1,FALSE
,,
Q58F09,1,FALSE
,,
q58sl2,1,FALSE
,,
Q59293,1,FALSE
,,
Q59968,1,FALSE
,,
q59dt9,1,FALSE
,,
q59dx2,1,FALSE
,,
q59dz5,1,FALSE
,,
q59e11,1,FALSE
,,
Q59E85,1,FALSE
,,
Q59EA3,1,FALSE
,,
Q59EK0,1,FALSE
,,
Q59F16,1,FALSE
,,
Q59F51,1,FALSE
,,
Q59F61,1,FALSE
,,
Q59F77,1,FALSE
,,
Q59FD2,1,FALSE
,,
Q59FG6,1,FALSE
,,
Q59FP5,1,FALSE
,,
q59fu3,1,FALSE
,,
Q59G17,1,FALSE
,,
Q59G34,1,FALSE
,,
Q59G63,1,FALSE
,,
Q59GK3,1,FALSE
,,
Q59GL1,1,FALSE
,,
Q59GW0,1,FALSE
,,
Q59GY7,1,FALSE
,,
Q59H15,1,FALSE
,,
Q59H81,1,FALSE
,,
Q59H91,1,FALSE
,,
Q59HB3,1,FALSE
,,
Q59HD0,1,FALSE
,,
Q59HD9,1,FALSE
,,
Q59HG2,1,FALSE
,,
q59iv9,1,FALSE
,,
q5bhu6,1,FALSE
,,
q5bic7,1,FALSE
,,
q5bif6,1,FALSE
,,
q5bj11,1,FALSE
,,
q5bja0,1,FALSE
,,
q5bja1,1,FALSE
,,
Q5BJT9,1,FALSE
,,
q5bkv1,1,FALSE
,,
q5bkv9,1,FALSE
,,
q5bl42,1,FALSE
,,
Q5BMA6,1,FALSE
,,
Q5DTX6,1,FALSE
,,
q5e9n0,1,FALSE
,,
q5ebb0,1,FALSE
,,
q5ebl1,1,FALSE
,,
q5f387,1,FALSE
,,
q5f3r8,1,FALSE
,,
"Q5F693, Q5F5R6",1,FALSE
,,
Q5F9M1,1,FALSE
,,
Q5FHY0 B7GTP0 B7GTZ1 Q5FKY2 Q03QY6 Q1GAW7 B2GAU3 Q88UU1 Q38WK3 Q5M106 Q5FKY0 A5VIR1 Q1WUC6 Q03LX3 Q1GBD4 B7GPR8 Q9KJ23 Q74M34 Q88VM0 Q8KML6 Q5M1T8 Q03QN5 Q88VE0 Q88SF0 B2GDG2 Q88XB8 Q5LZH6 Q1G7Z5 Q38Y,1,FALSE
,,
q5fvh5,1,FALSE
,,
q5fvs2,1,FALSE
,,
q5fvy1,1,FALSE
,,
Q5FW60,1,FALSE
,,
q5g7j8,1,FALSE
,,
q5g9l7,1,FALSE
,,
q5gan0,1,FALSE
,,
q5gan1,1,FALSE
,,
Q5GVL2,1,FALSE
,,
Q5H8C4,1,FALSE
,,
q5h8v1,1,FALSE
,,
q5h907,1,FALSE
,,
Q5HB71,1,FALSE
,,
Q5HFA2,1,FALSE
,,
Q5HFA5,1,FALSE
,,
Q5HLP8,1,FALSE
,,
Q5HNN3,1,FALSE
,,
q5hy57,1,FALSE
,,
q5hyf7,1,FALSE
,,
Q5HYI4,1,FALSE
,,
q5hzt7,1,FALSE
,,
q5i035,1,FALSE
,,
q5i0f7,1,FALSE
,,
q5i7s8,1,FALSE
,,
q5ifc1,1,FALSE
,,
Q5IS58,1,FALSE
,,
Q5ISS9,1,FALSE
,,
Q5JFV0,1,FALSE
,,
q5jjv5,1,FALSE
,,
q5jku5,1,FALSE
,,
q5jkz9,1,FALSE
,,
q5jl65,1,FALSE
,,
q5jli4,1,FALSE
,,
q5jm92,1,FALSE
,,
q5jn46,1,FALSE
,,
q5jn97,1,FALSE
,,
q5jnc6,1,FALSE
,,
q5jqw8,1,FALSE
,,
q5jw85,1,FALSE
,,
q5m7w9,1,FALSE
,,
Q5M854,1,FALSE
,,
Q5M929,1,FALSE
,,
q5m9i5,1,FALSE
,,
q5m9m0,1,FALSE
,,
q5mrl5,1,FALSE
,,
q5mrq6,1,FALSE
,,
q5mrr0,1,FALSE
,,
q5mub9,1,FALSE
,,
q5mvx7,1,FALSE
,,
q5mvx9,1,FALSE
,,
Q5MYU0,1,FALSE
,,
Q5N3P4,1,FALSE
,,
Q5N5B0,1,FALSE
,,
q5n6y2,1,FALSE
,,
q5n734,1,FALSE
,,
q5n7m9,1,FALSE
,,
q5n7w6,1,FALSE
,,
q5n816,1,FALSE
,,
q5n8q3,1,FALSE
,,
q5n9p6,1,FALSE
,,
q5na77,1,FALSE
,,
q5nax9,1,FALSE
,,
q5nbn9,1,FALSE
,,
Q5NBU8,1,FALSE
,,
q5ne14,1,FALSE
,,
Q5NVB5,1,FALSE
,,
Q5P3M0,1,FALSE
,,
Q5P6P9,1,FALSE
,,
Q5PKL7,1,FALSE
,,
q5pxf9,1,FALSE
,,
q5pxk5,1,FALSE
,,
Q5QT56,1,FALSE
,,
q5r341,1,FALSE
,,
Q5RF10,1,FALSE
,,
q5rg05,1,FALSE
,,
q5rg53,1,FALSE
,,
q5rk33,1,FALSE
,,
q5smr4,1,FALSE
,,
q5sn59,1,FALSE
,,
q5snh5,1,FALSE
,,
q5sns9,1,FALSE
,,
Q5SNV9,1,TRUE
,,
q5spj4,1,FALSE
,,
q5spp2,1,FALSE
,,
q5sqh5,1,FALSE
,,
Q5SQS7,1,TRUE
,,
q5st80,1,FALSE
,,
Q5ST81,1,FALSE
,,
Q5SWL7,1,TRUE
,,
q5szr4,1,FALSE
,,
q5t171,1,FALSE
,,
q5t191,1,FALSE
,,
q5t196,1,FALSE
,,
q5t1m7,1,FALSE
,,
q5t1z8,1,FALSE
,,
q5t6l4,1,FALSE
,,
Q5T750,1,TRUE
,,
q5t7y4,1,FALSE
,,
q5t8r2,1,FALSE
,,
q5taq4,1,FALSE
,,
q5tb21,1,FALSE
,,
q5teh5,1,FALSE
,,
q5tj56,1,FALSE
,,
q5tkf9,1,FALSE
,,
q5tki7,1,FALSE
,,
q5tyr0,1,FALSE
,,
q5tyr2,1,FALSE
,,
q5tz05,1,FALSE
,,
q5tz25,1,FALSE
,,
q5tz45,1,FALSE
,,
q5tz84,1,FALSE
,,
q5tz89,1,FALSE
,,
q5tzd7,1,FALSE
,,
q5tzd9,1,FALSE
,,
q5tzk8,1,FALSE
,,
Q5U0J5,1,FALSE
,,
q5u0u9,1,FALSE
,,
q5u0y0,1,FALSE
,,
q5u1b0,1,FALSE
,,
q5u3e1,1,FALSE
,,
Q5UB51,1,FALSE
,,
q5vmj5,1,FALSE
,,
q5vmt5,1,FALSE
,,
q5vnm3,1,FALSE
,,
q5vpd3,1,FALSE
,,
q5vqh0,1,FALSE
,,
q5vqp1,1,FALSE
,,
q5vqq5,1,FALSE
,,
q5vr12,1,FALSE
,,
q5vr41,1,FALSE
,,
q5vrh4,1,FALSE
,,
q5vrm2,1,FALSE
,,
q5vry2,1,FALSE
,,
q5vs71,1,FALSE
,,
q5vs74,1,FALSE
,,
q5vse9,1,FALSE
,,
q5vsj4,1,FALSE
,,
q5vuu6,1,FALSE
,,
q5vvf5,1,FALSE
,,
q5vvr7,1,FALSE
,,
q5vw27,1,FALSE
,,
q5vw28,1,FALSE
,,
q5vw52,1,FALSE
,,
q5vwc4,1,FALSE
,,
Q5VXT5,1,TRUE
,,
q5vxv3,1,FALSE
,,
Q5VZR4,1,TRUE
,,
Q5VZV4,1,FALSE
,,
Q5WB52,1,FALSE
,,
Q5WB95,1,FALSE
,,
Q5WEP5,1,FALSE
,,
q5wmz9,1,FALSE
,,
Q5WT65,1,FALSE
,,
Q5WUY8,1,FALSE
,,
Q5X0V3,1,FALSE
,,
Q5X1F2,1,FALSE
,,
Q5XDK8,1,FALSE
,,
q5xey4,1,FALSE
,,
q5xgh9,1,FALSE
,,
Q5XHX3,1,FALSE
,,
Q5XIL1,1,FALSE
,,
Q5XIM0,1,FALSE
,,
q5xiz7,1,FALSE
,,
Q5XJY6,1,FALSE
,,
q5xky5,1,FALSE
,,
Q5YB86,1,FALSE
,,
Q5YNY7,1,FALSE
,,
q5z7t2,1,FALSE
,,
q5za31,1,FALSE
,,
q5zam8,1,FALSE
,,
q5zdx5,1,FALSE
,,
q5zkx6,1,FALSE
,,
q5zm58,1,FALSE
,,
Q5ZPJ0,1,FALSE
,,
Q5ZPJ1,1,FALSE
,,
q5zr35,1,FALSE
,,
q5zr40,1,FALSE
,,
q5zr41,1,FALSE
,,
q5zr42,1,FALSE
,,
Q5ZZI2,1,FALSE
,,
Q602K3,1,FALSE
,,
Q60585,1,FALSE
,,
q60604,1,FALSE
,,
Q60632,1,FALSE
,,
Q60710,1,FALSE
,,
Q60765,1,FALSE
,,
Q60772,1,FALSE
,,
Q60773,1,FALSE
,,
Q60936,1,FALSE
,,
q60994,1,FALSE
,,
q60de3,1,FALSE
,,
q60dn7,1,FALSE
,,
q60ea5,1,FALSE
,,
q60eb8,1,FALSE
,,
q60ei8,1,FALSE
,,
q60ej6,1,FALSE
,,
q60es8,1,FALSE
,,
q60ex7,1,FALSE
,,
Q61029,1,FALSE
,,
q61074,1,FALSE
,,
Q61282,1,FALSE
,,
Q61290,1,FALSE
,,
q61545,1,FALSE
,,
q61563,1,FALSE
,,
q62108,1,FALSE
,,
Q62204,1,FALSE
,,
Q62401,1,FALSE
,,
Q62442,1,FALSE
,,
Q62523,1,FALSE
,,
Q62622,1,FALSE
,,
Q62633,1,FALSE
,,
Q62666,1,FALSE
,,
q62669,1,FALSE
,,
Q62789,1,FALSE
,,
Q62796,1,FALSE
,,
Q62826,1,FALSE
,,
Q62868,1,FALSE
,,
Q62879,1,FALSE
,,
Q62909,1,FALSE
,,
Q62927,1,FALSE
,,
Q63042,1,FALSE
,,
q63058,1,FALSE
,,
Q63060,1,FALSE
,,
q63088,1,FALSE
,,
Q63099,1,FALSE
,,
Q63184,1,FALSE
,,
Q63187,1,FALSE
,,
Q63190,1,FALSE
,,
Q63202,1,FALSE
,,
Q63264,1,FALSE
,,
Q63272,1,FALSE
,,
Q63344,1,FALSE
,,
Q63384,1,FALSE
,,
Q63505,1,FALSE
,,
Q63619,1,FALSE
,,
Q63652,1,FALSE
,,
Q63692,1,FALSE
,,
Q63744,1,FALSE
,,
Q63801,1,FALSE
,,
q63827,1,FALSE
,,
Q63881,1,FALSE
,,
Q63912,1,FALSE
,,
Q63ZV0,1,FALSE
,,
q642h6,1,FALSE
,,
Q64332,1,FALSE
,,
Q64345,1,FALSE
,,
Q64471,1,FALSE
,,
Q64535,1,FALSE
,,
Q64632,1,FALSE
,,
q655q2,1,FALSE
,,
q655s7,1,FALSE
,,
q657c0,1,FALSE
,,
Q658X5,1,FALSE
,,
Q65900,1,FALSE
,,
Q659G9,1,FALSE
,,
Q65EF9,1,FALSE
,,
Q65GK1,1,FALSE
,,
Q65KK1,1,FALSE
,,
q65x07,1,FALSE
,,
q65x97,1,FALSE
,,
q65xh8,1,FALSE
,,
q65xi1,1,FALSE
,,
q65xi7,1,FALSE
,,
q65xk2,1,FALSE
,,
q65xx1,1,FALSE
,,
Q65ZA6,1,FALSE
,,
Q661W1,1,FALSE
,,
Q66478,1,FALSE
,,
Q66H23,1,FALSE
,,
Q66H61,1,FALSE
,,
Q66HD0,1,FALSE
,,
Q66HF9,1,FALSE
,,
q66hj7,1,FALSE
,,
q66hk3,1,FALSE
,,
q66hm2,1,FALSE
,,
q66i51,1,FALSE
,,
q66jv6,1,FALSE
,,
Q66LH7,1,FALSE
,,
q66pg1,1,FALSE
,,
Q679B0,1,FALSE
,,
Q67BC3,1,FALSE
,,
q67tp9,1,FALSE
,,
q67u26,1,FALSE
,,
q67u94,1,FALSE
,,
q67ua4,1,FALSE
,,
q67ur5,1,FALSE
,,
q67uz5,1,FALSE
,,
q67v03,1,FALSE
,,
q67v40,1,FALSE
,,
q67va7,1,FALSE
,,
q67vb1,1,FALSE
,,
q67vp4,1,FALSE
,,
q67y01,1,FALSE
,,
q682l7,1,FALSE
,,
q688r1,1,FALSE
,,
Q68985,1,FALSE
,,
Q68CQ7,1,TRUE
,,
Q68CY7,1,FALSE
,,
Q68DL7,1,TRUE
,,
q68du7,1,FALSE
,,
q68eg5,1,FALSE
,,
q68ei2,1,FALSE
,,
q68ej2,1,FALSE
,,
q68ek6,1,FALSE
,,
Q68FF9,1,FALSE
,,
Q68FQ0,1,FALSE
,,
Q68FR6,1,FALSE
,,
q68g05,1,FALSE
,,
q68sp3,1,FALSE
,,
q68uq4,1,FALSE
,,
Q68XZ6,1,FALSE
,,
q69in5,1,FALSE
,,
q69je2,1,FALSE
,,
q69kk7,1,FALSE
,,
q69l05,1,FALSE
,,
q69l07,1,FALSE
,,
q69l11,1,FALSE
,,
q69la3,1,FALSE
,,
q69ld2,1,FALSE
,,
q69lj8,1,FALSE
,,
q69mt1,1,FALSE
,,
q69p83,1,FALSE
,,
q69px1,1,FALSE
,,
q69qq6,1,FALSE
,,
q69qs5,1,FALSE
,,
q69rc4,1,FALSE
,,
q69s81,1,FALSE
,,
q69su4,1,FALSE
,,
q69t47,1,FALSE
,,
q69t65,1,FALSE
,,
q69tj4,1,FALSE
,,
q69tj6,1,FALSE
,,
q69tj7,1,FALSE
,,
q69tx8,1,FALSE
,,
q69ui6,1,FALSE
,,
q69ui8,1,FALSE
,,
q69vd5,1,FALSE
,,
q69wh7,1,FALSE
,,
q69x21,1,FALSE
,,
q69x85,1,FALSE
,,
Q69YW6,1,FALSE
,,
Q6A026,1,FALSE
,,
Q6AI28,1,FALSE
,,
Q6AQK1,1,FALSE
,,
q6ast5,1,FALSE
,,
q6asw7,1,FALSE
,,
q6atr6,1,FALSE
,,
q6atz1,1,FALSE
,,
q6au64,1,FALSE
,,
q6au93,1,FALSE
,,
q6au97,1,FALSE
,,
q6aub0,1,FALSE
,,
q6auf8,1,FALSE
,,
q6auz8,1,FALSE
,,
q6av23,1,FALSE
,,
q6ava6,1,FALSE
,,
q6ava7,1,FALSE
,,
q6ave6,1,FALSE
,,
q6avi8,1,FALSE
,,
q6avm3,1,FALSE
,,
q6avv0,1,FALSE
,,
Q6AWA7,1,FALSE
,,
q6awd6,1,FALSE
,,
q6awe3,1,FALSE
,,
q6awj6,1,FALSE
,,
q6awm7,1,FALSE
,,
q6awq7,1,FALSE
,,
q6aws2,1,FALSE
,,
q6ay07,1,FALSE
,,
q6ayp8,1,FALSE
,,
Q6AYQ2,1,FALSE
,,
Q6AYU1,1,FALSE
,,
Q6AYU2,1,FALSE
,,
q6ayx2,1,FALSE
,,
q6b410,1,FALSE
,,
q6bet0,1,FALSE
,,
Q6BM23,1,FALSE
,,
Q6CT60,1,FALSE
,,
Q6CZG3,1,FALSE
,,
Q6D0D8,1,FALSE
,,
q6dby3,1,FALSE
,,
q6dc20,1,FALSE
,,
q6df16,1,FALSE
,,
q6dg24,1,FALSE
,,
q6dgi9,1,FALSE
,,
q6dgj8,1,FALSE
,,
q6dh05,1,FALSE
,,
q6dha5,1,FALSE
,,
q6dhc1,1,FALSE
,,
q6dhc4,1,FALSE
,,
q6dhp7,1,FALSE
,,
Q6DNS5,1,FALSE
,,
Q6DQ97,1,FALSE
,,
q6drd2,1,FALSE
,,
q6drf8,1,FALSE
,,
Q6DYE8,1,FALSE
,,
Q6E0W6,1,FALSE
,,
Q6E434,1,FALSE
,,
q6eq16,1,FALSE
,,
q6eqn5,1,FALSE
,,
q6erp0,1,FALSE
,,
q6esi8,1,FALSE
,,
q6esj0,1,FALSE
,,
q6ets8,1,FALSE
,,
q6etv7,1,FALSE
,,
q6eun0,1,FALSE
,,
q6euq1,1,FALSE
,,
Q6F0I2,1,FALSE
,,
q6f2t2,1,FALSE
,,
q6f362,1,FALSE
,,
q6f388,1,FALSE
,,
Q6FHJ6,1,FALSE
,,
q6fhz7,1,FALSE
,,
q6fic5,1,FALSE
,,
Q6G6X4,1,FALSE
,,
Q6G8Q8,1,FALSE
,,
Q6GG35,1,FALSE
,,
Q6GIL5,1,FALSE
,,
Q6GKT9,1,FALSE
,,
q6gky3,1,FALSE
,,
q6gmg3,1,FALSE
,,
q6gmh1,1,FALSE
,,
q6gmi5,1,FALSE
,,
q6gmj1,1,FALSE
,,
q6gmk2,1,FALSE
,,
q6gqq2,1,FALSE
,,
q6gqy2,1,FALSE
,,
q6gt24,1,FALSE
,,
q6gtl7,1,FALSE
,,
q6gtr6,1,FALSE
,,
q6h4l2,1,FALSE
,,
q6h545,1,FALSE
,,
q6h7b2,1,FALSE
,,
q6i587,1,FALSE
,,
q6i5i8,1,FALSE
,,
Q6I9R7,1,FALSE
,,
Q6I9V6,1,FALSE
,,
q6iaw1,1,FALSE
,,
Q6ICB4');,1,FALSE
,,
q6icj4,1,FALSE
,,
q6idl4,1,FALSE
,,
Q6IEP2,1,FALSE
,,
q6iiw9,1,FALSE
,,
q6imk6,1,FALSE
,,
q6imw6,1,FALSE
,,
Q6IN38,1,FALSE
,,
q6in44,1,FALSE
,,
q6iq59,1,FALSE
,,
q6iq85,1,FALSE
,,
q6iqs9,1,FALSE
,,
q6irf5,1,FALSE
,,
q6irf7,1,FALSE
,,
q6irf8,1,FALSE
,,
q6irk3,1,FALSE
,,
q6iwj1,1,FALSE
,,
q6jhu8,1,FALSE
,,
q6k1s5,1,FALSE
,,
q6k5h5,1,FALSE
,,
q6k702,1,FALSE
,,
q6k784,1,FALSE
,,
q6k8s5,1,FALSE
,,
q6kaj8,1,FALSE
,,
q6l4z4,1,FALSE
,,
q6mg70,1,FALSE
,,
q6mga0,1,FALSE
,,
Q6MGA7,1,FALSE
,,
Q6MMK2,1,FALSE
,,
Q6MZF4,1,FALSE
,,
Q6MZU1,1,FALSE
,,
Q6MZZ1,1,FALSE
,,
Q6MZZ3,1,FALSE
,,
Q6N3I8,1,FALSE
,,
Q6NJK0,1,FALSE
,,
q6nkt6,1,FALSE
,,
q6nkz8,1,FALSE
,,
q6nla3,1,FALSE
,,
q6nld2,1,FALSE
,,
q6nli8,1,FALSE
,,
q6nn74,1,FALSE
,,
q6nne3,1,FALSE
,,
q6nni8,1,FALSE
,,
q6nnp0,1,FALSE
,,
q6np55,1,FALSE
,,
q6npb5,1,FALSE
,,
q6npf9,1,FALSE
,,
q6npw5,1,FALSE
,,
q6npx0,1,FALSE
,,
q6nqi8,1,FALSE
,,
q6nqj5,1,FALSE
,,
q6nqn5,1,FALSE
,,
q6nqy2,1,FALSE
,,
q6nr69,1,FALSE
,,
q6nsv5,1,FALSE
,,
Q6NUK7,1,FALSE
,,
Q6NUL9,1,FALSE
,,
q6nuy4,1,FALSE
,,
q6nuy9,1,FALSE
,,
q6nvd6,1,FALSE
,,
q6nw47,1,FALSE
,,
q6nw56,1,FALSE
,,
q6nwj8,1,FALSE
,,
q6nwl6,1,FALSE
,,
q6nwy4,1,FALSE
,,
q6nx00,1,FALSE
,,
q6nx10,1,FALSE
,,
q6nx86,1,FALSE
,,
q6nx98,1,FALSE
,,
q6nxb2,1,FALSE
,,
Q6NXE6-2 Q8NBI5-2,1,FALSE
,,
Q6NXF2,1,FALSE
,,
q6ny93,1,FALSE
,,
q6nye1,1,FALSE
,,
Q6NZX3,1,FALSE
,,
q6p023,1,FALSE
,,
q6p0i8,1,FALSE
,,
q6p0s5,1,FALSE
,,
q6p110,1,FALSE
,,
q6p1h7,1,FALSE
,,
Q6P4A,1,FALSE
,,
q6p4p1,1,FALSE
,,
q6p6u3,1,FALSE
,,
q6p7q2,1,FALSE
,,
q6p7r7,1,FALSE
,,
q6p969,1,FALSE
,,
q6p9v6,1,FALSE
,,
q6pbk0,1,FALSE
,,
q6pbl7,1,FALSE
,,
q6pby0,1,FALSE
,,
q6pby1,1,FALSE
,,
q6pbz8,1,FALSE
,,
Q6PCU2,1,FALSE
,,
Q6PCX7,1,FALSE
,,
q6pd06,1,FALSE
,,
q6pd24,1,FALSE
,,
q6pd62 and q8td16,1,FALSE
,,
q6pdb7,1,FALSE
,,
q6pdw4,1,FALSE
,,
Q6PDX5,1,FALSE
,,
q6pe27,1,FALSE
,,
q6ped0,1,FALSE
,,
q6pfa2,1,FALSE
,,
q6pha1,1,FALSE
,,
q6pi17,1,FALSE
,,
Q6PI63,1,FALSE
,,
Q6PK57,1,TRUE
,,
Q6PKH2,1,FALSE
,,
Q6PYX1,1,FALSE
,,
Q6Q760,1,FALSE
,,
Q6QA69,1,FALSE
,,
Q6QIX3,1,FALSE
,,
q6qn97,1,FALSE
,,
q6qrp0,1,FALSE
,,
q6sah5,1,FALSE
,,
Q6T3U4,1,FALSE
,,
q6tgv6,1,FALSE
,,
q6tuh4,1,FALSE
,,
q6u7s0,1,FALSE
,,
q6ub39,1,FALSE
,,
